node,pagerank_score
UBERON:0000473,826.9793033837466
GO:0003674,581.8624908576331
GO:0008150,542.3055104316053
GO:0006396,362.7425074085507
HP:0000006,257.0340060268892
MP:0002169,255.86979446258505
UBERON:0000991,255.26173048044456
GO:0046872,247.99101302462236
GO:0005515,232.5720625445906
MGI:104735,215.54805460240723
ZFA:0001094,181.58399018487432
HGNC:1101,179.7860257646586
MONDO:0012933,170.80509549051698
GO:0007165,165.27222746419756
HGNC:1100,152.19635585614785
